"filename","taint result","taint failure reason","is vulnerability","applicable for utbot","not applicability reason","TESTFILES_DIR","System","`while` cycle","`for` cycle","File","Files","FileInputStream","FileOutputStream","Cookie","Paths","Path","URLDecoder","StringBuilder","Enumeration","ESAPI","SeparateClassRequest","OWASP Utils",Base64
"BenchmarkTest01029","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","FALSE","reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01030","FALSE","URI creation with a tainted parameter does not taint the URI","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01031","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01032","TRUE","","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01033","TRUE","","TRUE","FALSE","reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01034","TRUE","","TRUE","UNSURE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01035","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01036","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01109","TRUE","?","FALSE","FALSE","reflection + difficult string manipulations","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01110","FALSE","URI creation with a tainted parameter does not taint the URI","FALSE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01111","TRUE","","TRUE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01112","TRUE","","TRUE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01113","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01114","TRUE","?","FALSE","FALSE","reflection + difficult string manipulations","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01115","TRUE","?","FALSE","FALSE","reflection + difficult string manipulations","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01116","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01117","TRUE","","TRUE","UNSURE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01118","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01155","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"BenchmarkTest01156","FALSE","addition of tainted data to a map does not taint the map","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01157","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01158","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01159","TRUE","?","FALSE","FALSE","reflection + difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01160","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01161","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01231","FALSE","addition of tainted data to a map does not taint the map","TRUE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01232","TRUE","","TRUE","FALSE","reflection","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01233","TRUE","does not rely on the actual value that is picked via charAt(idx) - overapproximation","FALSE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01234","TRUE","","TRUE","FALSE","reflection","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01235","FALSE","addition of tainted data to a map does not taint the map","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01236","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","FALSE","reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01237","FALSE","URI creation with a tainted parameter does not taint the URI","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01238","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01239","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01240","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01328","FALSE","data access from a tainted array does not make data tainted","FALSE","FALSE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере + reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01329","FALSE","data access from a tainted array does not make data tainted","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01330","FALSE","data access from a tainted array does not make data tainted","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01331","FALSE","data access from a tainted array does not make data tainted","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01403","FALSE","usage of an array as a source return does not make the array tainted","TRUE","FALSE","reflection","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01404","FALSE","usage of an array as a source return does not make the array tainted","FALSE","FALSE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере + reflection","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"BenchmarkTest01405","FALSE","usage of an array as a source return does not make the array tainted","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01406","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01407","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01408","FALSE","usage of an array as a source return does not make the array tainted","TRUE","FALSE","reflection","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01409","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01493","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01494","TRUE","","TRUE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01495","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01496","TRUE","","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01497","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01498","TRUE","","TRUE","UNSURE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"BenchmarkTest01499","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01500","FALSE","addition of tainted data to a map does not taint the map","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01570","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01571","FALSE","usage of an array as a source return does not make the array tainted","TRUE","TRUE","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"BenchmarkTest01572","FALSE","usage of an array as a source return does not make the array tainted","TRUE","FALSE","reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01573","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01574","FALSE","usage of an array as a source return does not make the array tainted","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01642","TRUE","","TRUE","FALSE","difficult string manipulations + reflection","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01643","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","FALSE","difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01644","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","FALSE","difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01645","TRUE","","TRUE","FALSE","difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01646","FALSE","addition of tainted data to a map does not taint the map","FALSE","FALSE","difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01647","TRUE","","TRUE","FALSE","difficult string manipulations","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01744","TRUE","?","FALSE","FALSE","difficult string manipulations + reflection","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"BenchmarkTest01745","TRUE","??? I don't understand why it is not a vulnerability","FALSE","TRUE","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"BenchmarkTest01746","FALSE","URI creation with a tainted parameter does not taint the URI","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01747","FALSE","URI creation with a tainted parameter does not taint the URI","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01748","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01749","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01750","TRUE","?","FALSE","FALSE","reflection","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01751","TRUE","does not rely on actual results of int calculations - overapproximation","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01752","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"BenchmarkTest01833","FALSE","usage of an array as a source return does not make the array tainted","TRUE",TRUE,"","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01834","FALSE","usage of an array as a source return does not make the array tainted","FALSE",TRUE,"","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01835","FALSE","usage of an array as a source return does not make the array tainted","TRUE",TRUE,"","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01836","FALSE","usage of an array as a source return does not make the array tainted","TRUE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01837","FALSE","usage of an array as a source return does not make the array tainted","FALSE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01838","FALSE","usage of an array as a source return does not make the array tainted","FALSE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01839","FALSE","usage of an array as a source return does not make the array tainted","TRUE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01840","FALSE","usage of an array as a source return does not make the array tainted","TRUE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01841","FALSE","usage of an array as a source return does not make the array tainted","FALSE",TRUE,"","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01904","FALSE","addition of tainted data to a map does not taint the map","TRUE","TRUE","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"BenchmarkTest01905","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01906","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01907","TRUE","","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01908","FALSE","addition of tainted data into a list does not taint the list","TRUE","TRUE","","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01983","TRUE","","TRUE","TRUE","","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01984","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01985","FALSE","string decoding operations","TRUE","UNSURE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01986","FALSE","addition of tainted data to a map does not taint the map","FALSE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01987","FALSE","URI creation with a tainted parameter does not taint the URI","TRUE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01988","FALSE","string decoding operations","TRUE","UNSURE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest01989","TRUE","","TRUE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01990","TRUE","does not rely on the actual value that is picked via charAt(idx) - overapproximation","FALSE","TRUE","","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest01991","FALSE","difficult dataflow","FALSE","FALSE","org.apache.commons.codec.binary.Base64 no class def + сам utbot падает на этом примере + reflection","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"BenchmarkTest02026","FALSE","addition of tainted data into a list does not taint the list","FALSE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest02027","TRUE","","TRUE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"BenchmarkTest02028","TRUE","does not rely on the actual value that is picked via charAt(idx) - overapproximation","FALSE","TRUE","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
